Identifier,Collection Date,Number of bubbles,Bubble Detector ID,Sensitivity (b/mrem),Calculated Exposure (mrem),City,Province/Territory
1b4e620c-6c96-42ed-aab1-63e3409a5de5,2019-02-22T08:30:00.000-05:00,0,18129211,55,0,Mississauga,Ontario
1b4e620c-6c96-42ed-aab1-63e3409a5de5,2019-02-25T08:45:00.000-05:00,5,18129211,55,0.091,Mississauga,Ontario
849d5554-9ed3-40da-8365-83c8a0c93a0f,2019-02-25T10:03:00.000-05:00,5,18051442,61,0.0819672,Deep River,Ontario
4ea0356b-8ca6-4493-912a-866f9ff95eeb,2019-02-22T10:56:00.000-05:00,3,18130212,49,0.06122449,East Angus,Quebec
0c5c5e8f-eeb7-4ba3-ba09-2e3a62b152bb,2019-02-22T11:00:00.000-05:00,1,18129209,44,0.022727273,Ottawa,Ontario
0c5c5e8f-eeb7-4ba3-ba09-2e3a62b152bb,2019-02-23T11:00:00.000-05:00,3,18129209,44,0.068181818,Ottawa,Ontario
0c5c5e8f-eeb7-4ba3-ba09-2e3a62b152bb,2019-02-24T11:00:00.000-05:00,3,18129209,44,0.068181818,Ottawa,Ontario
0c5c5e8f-eeb7-4ba3-ba09-2e3a62b152bb,2019-02-25T11:00:00.000-05:00,2,18129209,44,0.045454545,Ottawa,Ontario
1efe5190-e5c9-4af5-b01b-c4f26b18483b,2019-02-20T15:15:00.000-05:00,7,17129149,49,0.142857143,Thornhill,Ontario
1efe5190-e5c9-4af5-b01b-c4f26b18483b,2019-02-20T15:15:00.000-05:00,0,18051202,50,0,Thornhill,Ontario
e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-25T10:35:00.000-08:00,0,18129253,45,0,Coquitlam,British Columbia
1efe5190-e5c9-4af5-b01b-c4f26b18483b,2019-02-21T15:20:00.000-05:00,8,17129149,49,0.163265306,Thornhill,Ontario
e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-24T18:00:00.000-08:00,4,18129253,45,0.088888889,Coquitlam,British Columbia
1efe5190-e5c9-4af5-b01b-c4f26b18483b,2019-02-21T15:20:00.000-05:00,0,18051202,50,0,Thornhill,Ontario
1efe5190-e5c9-4af5-b01b-c4f26b18483b,2019-02-21T15:20:00.000-05:00,0,18051202,50,0,Thornhill,Ontario
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-02-25T14:00:00.000-08:00,4,18046205,50,0.08,Sechelt,British Columbia
4a18ec7e-d7a8-4cd0-8d1d-8f02893c05ad,2019-02-24T19:24:00.000-05:00,1,18129243,51,0.02,Ottawa,Ontario
4a18ec7e-d7a8-4cd0-8d1d-8f02893c05ad,2019-02-26T12:28:00.000-05:00,1,18129243,51,0.02,Ottawa,Ontario
c417c203-b8dd-4183-aa6e-10967b8d6108,2019-02-20T12:45:00.000-05:00,1,18047348,45,0.02,Ottawa,Ontario
3a81f8f1-0ebf-4d14-9e5c-5d03cd8e9682,2019-02-19T09:30:00.000-05:00,1,18051544,55,0.018181818,Montreal,Quebec
3a81f8f1-0ebf-4d14-9e5c-5d03cd8e9682,2019-02-20T09:30:00.000-05:00,0,18051544,55,0,Montreal,Quebec
3a81f8f1-0ebf-4d14-9e5c-5d03cd8e9682,2019-02-21T12:25:00.000-05:00,1,18051544,55,0.018181818,Montreal,Quebec
3a81f8f1-0ebf-4d14-9e5c-5d03cd8e9682,2019-02-22T09:30:00.000-05:00,1,18051544,55,0.018181818,Montreal,Quebec
3a81f8f1-0ebf-4d14-9e5c-5d03cd8e9682,2019-02-25T21:30:00.000-05:00,0,18051544,55,0,Montreal,Quebec
3a81f8f1-0ebf-4d14-9e5c-5d03cd8e9682,2019-02-26T09:30:00.000-05:00,0,18051544,55,0,Montreal,Quebec
c417c203-b8dd-4183-aa6e-10967b8d6108,2019-02-21T12:40:00.000-05:00,1,18047348,45,0.02,Ottawa,Ontario
16ac7c83-6f69-4683-b2e5-be67827c1c0f,2019-02-21T12:53:00.000-05:00,1,18046246,53,0.018867925,Saguenay,Quebec
16ac7c83-6f69-4683-b2e5-be67827c1c0f,2019-02-22T12:54:00.000-05:00,1,18046246,53,0.018867925,Saguenay,Quebec
bca40704-6796-4e2a-a5a2-62493aad6374,2019-02-20T10:56:00.000-07:00,1,18130204,54,0.0185185,St. Albert,Alberta
c417c203-b8dd-4183-aa6e-10967b8d6108,2019-02-23T12:40:00.000-05:00,2,18047348,45,0.04,Ottawa,Ontario
c417c203-b8dd-4183-aa6e-10967b8d6108,2019-02-22T12:40:00.000-05:00,2,18047348,45,0.04,Ottawa,Ontario
c417c203-b8dd-4183-aa6e-10967b8d6108,2019-02-24T12:40:00.000-05:00,1,18047348,45,0.02,Ottawa,Ontario
c417c203-b8dd-4183-aa6e-10967b8d6108,2019-02-25T12:40:00.000-05:00,1,18047348,45,0.02,Ottawa,Ontario
c417c203-b8dd-4183-aa6e-10967b8d6108,2019-02-26T12:40:00.000-05:00,2,18047348,45,0.04,Ottawa,Ontario
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-22T17:00:00.000-08:00,2,18130214,57,0.035087719,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-23T20:15:00.000-08:00,1,18130214,57,0.017543859,Vancouver,British Columbia
2e8106c0-d481-446b-bbbb-c32740eef411,2019-02-26T07:22:00.000-05:00,0,18051554,47,0,Longueuil,Quebec
df5eceb7-3194-4e9a-86e0-b5e9f1ac8413,2019-02-26T07:23:00.000-05:00,0,18051554,47,0,Longueuil,Quebec
6648c712-0630-4539-af6d-f59cd463ae54,2019-02-26T07:24:00.000-05:00,0,18051554,47,0,Longueuil,Quebec
849d5554-9ed3-40da-8365-83c8a0c93a0f,2019-02-26T14:15:00.000-05:00,7,18051442,61,0.114754,Deep River,Ontario
1d00beaf-16c0-43ea-88c5-34e773c1392d,2019-02-26T11:00:00.000-08:00,3,18051404,58,0.051724138,Chilliwack,British Columbia
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2019-02-20T23:00:00.000-06:00,6,18128312,52,0.1154,Dryden,Ontario
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2019-02-21T23:15:00.000-06:00,5,18128312,52,0.0962,Dryden,Ontario
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2019-02-22T23:05:00.000-06:00,7,18128312,52,0.1346,Dryden,Ontario
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2019-02-25T09:00:00.000-06:00,7,18128312,52,0.1346,Dryden,Ontario
02af2a79-c8f7-4353-9163-8755a007df08,2019-02-25T15:46:00.000-04:00,4,18046215,48,0.083333333,Bridgewater,Nouvelle-?cosse
bca40704-6796-4e2a-a5a2-62493aad6374,2019-02-21T13:37:00.000-07:00,1,18130204,54,0.0185185,St. Albert,Alberta
bca40704-6796-4e2a-a5a2-62493aad6374,2019-02-22T13:41:00.000-07:00,3,18130204,54,0.0555555,St. Albert,Alberta
bca40704-6796-4e2a-a5a2-62493aad6374,2019-02-23T13:43:00.000-07:00,1,18130204,54,0.0185185,St. Albert,Alberta
bca40704-6796-4e2a-a5a2-62493aad6374,2019-02-24T13:47:00.000-07:00,1,18130204,54,0.0185185,St. Albert,Alberta
bca40704-6796-4e2a-a5a2-62493aad6374,2019-02-25T13:50:00.000-07:00,1,18130204,54,0.0185185,St. Albert,Alberta
bca40704-6796-4e2a-a5a2-62493aad6374,2019-02-26T13:52:00.000-07:00,1,18130204,54,0.0185185,St. Albert,Alberta
51d30129-a05c-4cf8-bc1e-4410c6257e0c,2019-02-26T13:55:00.000-07:00,1,18051351,56,0.0179,Whitecourt,Alberta
7fd73eed-73c5-48ce-bf15-3938c44c149a,2019-02-26T14:00:00.000-07:00,0,18129338,60,0,Calgary,Alberta
f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-21T12:00:00.000-05:00,0,18129417,47,0,Toronto,Ontario
f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-22T12:00:00.000-05:00,0,18129417,47,0,Toronto,Ontario
f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-23T12:00:00.000-05:00,3,18129417,47,0.06,Toronto,Ontario
f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-24T12:00:00.000-05:00,4,18129417,47,0.08,Toronto,Ontario
f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-25T12:00:00.000-05:00,3,18129417,47,0.06,Toronto,Ontario
f67c875d-efc7-462a-9c19-6cbb18774fe9,2019-02-26T12:00:00.000-05:00,3,18129417,47,0.06,Toronto,Ontario
063292af-2a6b-416f-b021-5e75ad887657,2019-02-19T20:00:00.000-05:00,1,18046230,52,0.019230769,Hanover,Ontario
063292af-2a6b-416f-b021-5e75ad887657,2019-02-20T20:00:00.000-05:00,2,18046230,52,0.038461539,Hanover,Ontario
063292af-2a6b-416f-b021-5e75ad887657,2019-02-21T20:00:00.000-05:00,2,18046230,52,0.038461539,Hanover,Ontario
063292af-2a6b-416f-b021-5e75ad887657,2019-02-22T20:00:00.000-05:00,3,18046230,52,0.057692308,Hanover,Ontario
063292af-2a6b-416f-b021-5e75ad887657,2019-02-23T20:00:00.000-05:00,3,18046230,52,0.057692308,Hanover,Ontario
063292af-2a6b-416f-b021-5e75ad887657,2019-02-24T20:00:00.000-05:00,4,18046230,52,0.076923077,Hanover,Ontario
063292af-2a6b-416f-b021-5e75ad887657,2019-02-25T20:00:00.000-05:00,4,18046230,52,0.076923077,Hanover,Ontario
0b35e95b-f234-4bdd-b0b0-4048847dfe28,2019-02-26T09:20:00.000-04:00,2,18051203,58,0.034,Bridgewater,Nova Scotia
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-02-26T08:26:00.000-05:00,1,18051343,52,0.019230769,Trenton,Ontario
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-02-27T08:30:00.000-05:00,0,18051343,52,0,Trenton,Ontario
024f89b4-ea85-48e7-b2ee-8f4f752ddbe9,2019-02-27T09:46:00.000-05:00,7,16260124,46,0.152173913,Strathroy,Ontario
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2019-02-20T15:30:00.000-06:00,0,18047235,42,0,Headingley,Manitoba
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2019-02-21T15:30:00.000-06:00,0,18047235,42,0,Headingley,Manitoba
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2019-02-22T15:30:00.000-06:00,1,18047235,42,0.02380952,Headingley,Manitoba
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2019-02-23T15:30:00.000-06:00,0,18047235,42,0,Headingley,Manitoba
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-02T14:23:00.000-04:00,14,18046221,53,0.26,Montreal,Quebec
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-03T10:19:00.000-04:00,15,18046221,53,0.28,Montreal,Quebec
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2019-02-24T15:30:00.000-06:00,0,18047235,42,0,Headingley,Manitoba
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2019-02-25T15:30:00.000-06:00,2,18047235,42,0.04761905,Headingley,Manitoba
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-04T14:25:00.000-04:00,14,18046221,53,0.26,Montreal,Quebec
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-02-25T16:00:00.000-07:00,1,18129247,53,0.018867925,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-02-26T16:00:00.000-07:00,1,18129247,53,0.018867925,Calgary,Alberta
024f89b4-ea85-48e7-b2ee-8f4f752ddbe9,2019-02-25T11:40:00.000-05:00,3,16260124,46,0.065217391,Strathroy,Ontario
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-02-27T08:58:00.000-08:00,1,18046205,50,0.02,Sechelt,British Columbia
6c107aaf-de6a-404a-9864-a8a708a852e4,2019-02-22T12:15:00.000-05:00,2,18130424,52,0.038461538,Brampton,Ontario
af8ce2f7-8567-4534-bbf7-7b2892b535e0,2019-02-22T13:30:00.000-05:00,2,18130424,52,0.03846,Brampton,Ontario
6c107aaf-de6a-404a-9864-a8a708a852e4,2019-02-22T12:15:00.000-05:00,2,18130424,52,0.038461538,Brampton,Ontario
6c107aaf-de6a-404a-9864-a8a708a852e4,2019-02-27T12:15:00.000-05:00,3,18130424,52,0.057692308,Brampton,Ontario
af8ce2f7-8567-4534-bbf7-7b2892b535e0,2019-02-27T13:30:00.000-05:00,3,18130424,52,0.05769,Brampton,Ontario
4a18ec7e-d7a8-4cd0-8d1d-8f02893c05ad,2019-02-27T14:30:00.000-05:00,2,18129243,51,0.04,Ottawa,Ontario
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2019-02-20T09:00:00.000-06:00,0,17170304,56,0,Winnipeg,Manitoba
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2019-02-21T09:00:00.000-06:00,0,17170304,56,0,Winnipeg,Manitoba
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2019-02-22T09:00:00.000-06:00,0,17170304,56,0,Winnipeg,Manitoba
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2019-02-23T09:00:00.000-06:00,1,17170304,56,0.0178,Winnipeg,Manitoba
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2019-02-24T09:00:00.000-06:00,1,17170304,56,0.0178,Winnipeg,Manitoba
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2019-02-25T09:00:00.000-06:00,1,17170304,56,0.0178,Winnipeg,Manitoba
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2019-02-26T09:00:00.000-06:00,2,17170304,56,0.0357,Winnipeg,Manitoba
9fb3bbf0-a43a-40b0-9c90-b60fcd63ce51,2019-02-20T02:20:00.000-05:00,3,18051346,68,0.04,Gloucester,Ontario
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-02-27T12:31:00.000-08:00,1,18046205,50,0.02,Sechelt,British Columbia
1b4e620c-6c96-42ed-aab1-63e3409a5de5,2019-02-26T08:55:00.000-05:00,1,18129211,55,0.018,Mississauga,Ontario
1b4e620c-6c96-42ed-aab1-63e3409a5de5,2019-02-27T08:40:00.000-05:00,0,18129211,55,0,Mississauga,Ontario
1b4e620c-6c96-42ed-aab1-63e3409a5de5,2019-02-28T08:30:00.000-05:00,2,18129211,55,0.036,Mississauga,Ontario
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-08T13:00:00.000-04:00,15,18046221,53,0.28,Montreal,Quebec
0c5c5e8f-eeb7-4ba3-ba09-2e3a62b152bb,2019-02-27T11:00:00.000-05:00,2,18129209,44,0.045454545,Ottawa,Ontario
0c5c5e8f-eeb7-4ba3-ba09-2e3a62b152bb,2019-02-28T11:00:00.000-05:00,2,18129209,44,0.045454545,Ottawa,Ontario
e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-27T09:30:00.000-08:00,1,18129253,45,0.022222222,Coquitlam,British Columbia
e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-28T09:30:00.000-08:00,1,18129253,45,0.022222222,Coquitlam,British Columbia
e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-24T18:00:00.000-08:00,4,18129253,45,0.088888889,Coquitlam,British Columbia
e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-23T18:00:00.000-08:00,2,18129253,45,0.044444444,Coquitlam,British Columbia
e252569c-3a8f-4ee0-850b-34aa38011db4,2019-02-22T18:00:00.000-08:00,1,18129253,45,0.022222222,Coquitlam,British Columbia
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2019-02-24T21:13:00.000-03:30,3,18051415,54,0.0555,Channel-Port Aux Basques,Newfoundland and Labrador
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-09T14:24:00.000-04:00,16,18046221,53,0.3,Montreal,Quebec
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2019-02-25T21:00:00.000-03:30,0,18051415,54,0,Channel-Port Aux Basques,Newfoundland and Labrador
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2019-02-26T19:40:00.000-03:30,3,18051415,54,0.0556,Channel-Port Aux Basques,Newfoundland and Labrador
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2019-02-28T07:27:00.000-03:30,3,18051415,54,0.0556,Channel-Port Aux Basques,Newfoundland and Labrador
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-02-28T13:25:00.000-05:00,0,18051343,52,0,Trenton,Ontario
b0d40d82-757c-46da-af44-e9306f2a3aea,2019-02-28T10:49:00.000-08:00,0,18046205,50,0,Sechelt,British Columbia
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2019-02-28T12:25:00.000-05:00,4,18051536,67,0.0597,Terrace Bay,Ontario
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-25T11:30:00.000-08:00,2,18130214,57,0.035087719,Vancouver,British Columbia
e053901a-f834-44f5-93d0-e2b88c9b7cdc,2019-02-27T10:20:00.000-08:00,3,18130214,57,0.05231578,Vancouver,British Columbia
d5f82152-5e9b-4112-86a0-4471b05b6f82,2019-02-28T12:30:00.000-08:00,0,18046250,50,0,Sechelt,British Columbia
0b35e95b-f234-4bdd-b0b0-4048847dfe28,2019-03-01T10:22:00.000-04:00,2,18051203,58,0.034,Bridgewater,Nova Scotia
7740d6e5-3551-4384-a304-38dcc4033825,2019-03-01T16:04:00.000-05:00,1,17129123,46,0.021,Saint-Jerome,Quebec
81cbc647-8732-4a8c-95d0-f536ac37c626,2019-03-01T16:05:00.000-05:00,1,17129123,46,0.021,Saint-Jerome,Quebec
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-02-28T15:00:00.000-07:00,2,18129247,53,0.03773585,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-01T15:00:00.000-07:00,2,18129247,53,0.03773585,Calgary,Alberta
68021439-904b-4d53-b98c-5b40687f5d00,2019-02-26T09:00:00.000-07:00,1,17072241,53,0.018867925,Innisfail,Alberta
6c107aaf-de6a-404a-9864-a8a708a852e4,2019-03-01T13:30:00.000-05:00,2,18130424,52,0.03846,Brampton,Ontario
af8ce2f7-8567-4534-bbf7-7b2892b535e0,2019-03-01T12:15:00.000-05:00,2,18130424,52,0.03846,Brampton,Ontario
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-04T10:44:00.000-08:00,4,18046205,50,0.08,Sechelt,British Columbia
1ac2f41d-8ebe-4452-a302-a2a54a4fb9a4,2019-03-04T08:50:00.000-05:00,0,18129211,55,0,Mississauga,Ontario
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-03-04T14:04:00.000-08:00,4,18046205,50,0.08,Sechelt,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-20T15:15:00.000-08:00,1,18051513,53,0.0189,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-21T15:15:00.000-08:00,0,18051513,53,0,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-22T15:15:00.000-08:00,1,18051513,53,0.0189,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-23T15:15:00.000-08:00,4,18051513,53,0.07547,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-24T15:15:00.000-08:00,3,18051513,53,0.0566,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-25T15:15:00.000-08:00,2,18051513,53,0.0377,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-26T15:15:00.000-08:00,1,18051513,53,0.0189,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-27T15:15:00.000-08:00,0,18051513,53,0,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-02-28T15:15:00.000-08:00,1,18051513,53,0.0189,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-03-01T15:15:00.000-08:00,1,18051513,53,0.0189,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-03-02T15:15:00.000-08:00,3,18051513,53,0.0567,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-03-03T15:15:00.000-08:00,4,18051513,53,0.0756,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-03-04T15:15:00.000-08:00,4,18051513,53,0.0755,Vancouver,British Columbia
1ac2f41d-8ebe-4452-a302-a2a54a4fb9a4,2019-03-05T08:40:00.000-05:00,0,18129211,55,0,Mississauga,Ontario
a80a5290-4bab-4317-a175-4d0a017ac54c,2019-03-05T11:55:00.000-07:00,3,18130311,52,0.057692308,Calgary,Alberta
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-03-04T15:16:00.000-05:00,2,18051343,52,0.038461538,Trenton,Ontario
02af2a79-c8f7-4353-9163-8755a007df08,2019-03-06T10:00:00.000-04:00,4,18046215,48,0.083333333,Bridgewater,Nouvelle-?cosse
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,2019-03-06T10:00:00.000-05:00,3,18129309,54,0.06,Grimsby,Ontario
1d00beaf-16c0-43ea-88c5-34e773c1392d,2019-02-27T11:00:00.000-08:00,2,18051404,58,0.034482759,Chilliwack,British Columbia
1d00beaf-16c0-43ea-88c5-34e773c1392d,2019-02-27T11:00:00.000-08:00,3,18051404,58,0.051724138,Chilliwack,British Columbia
1d00beaf-16c0-43ea-88c5-34e773c1392d,2019-02-28T11:00:00.000-08:00,2,18051404,58,0.034482759,Chilliwack,British Columbia
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-06T09:01:00.000-08:00,2,18046205,50,0.04,Sechelt,British Columbia
5a5e5c22-4a36-476d-b442-6d750f831c76,2019-03-06T08:45:00.000-05:00,3,18051323,49,0.061,Kleinburg,Ontario
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-03-05T15:15:00.000-08:00,0,18051513,53,0,Vancouver,British Columbia
c10907a9-2918-4e39-98d1-6d8dcee629c0,2019-03-06T15:37:00.000-08:00,2,18051513,53,0.0377,Vancouver,British Columbia
3c60c77a-a9f5-4e56-a425-e3c187faf59e,2019-04-10T14:22:00.000-04:00,16,18046221,53,0.3,Montreal,Quebec
d5f82152-5e9b-4112-86a0-4471b05b6f82,2019-03-07T10:19:00.000-08:00,0,18046205,50,0,Sechelt,British Columbia
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,2019-03-07T16:30:00.000-05:00,1,18129309,54,0.02,Grimsby,Ontario
0b35e95b-f234-4bdd-b0b0-4048847dfe28,2019-03-08T13:30:00.000-04:00,2,18051203,58,0.03448,Bridgewater,Nova Scotia
1ac2f41d-8ebe-4452-a302-a2a54a4fb9a4,2019-03-06T08:30:00.000-05:00,0,18129211,55,0,Mississauga,Ontario
1ac2f41d-8ebe-4452-a302-a2a54a4fb9a4,2019-03-07T08:56:00.000-05:00,0,18129211,55,0,Mississauga,Ontario
1ac2f41d-8ebe-4452-a302-a2a54a4fb9a4,2019-03-08T08:45:00.000-05:00,1,18129211,55,0.018,Mississauga,Ontario
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-08T11:12:00.000-08:00,1,18046205,50,0.02,Sechelt,British Columbia
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-03-07T00:07:00.000-05:00,2,18051343,52,0.038461538,Trenton,Ontario
d9e458d6-b7ce-4bf1-8ba3-62958a948c59,2019-03-08T00:08:00.000-05:00,3,18051343,52,0.057692308,Trenton,Ontario
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,2019-03-09T10:00:00.000-05:00,1,18129309,54,0.02,Grimsby,Ontario
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,2019-03-10T14:00:00.000-04:00,2,18129309,54,0.04,Richmond Hill,Ontario
dad2387a-e40a-4a22-8ac7-1ff0c893d2da,2019-03-11T13:58:00.000-07:00,2,18046205,50,0.04,Sechelt,British Columbia
d4f925c1-44d8-4209-902f-df2f6d9b6f50,2019-03-11T13:59:00.000-07:00,2,18046205,50,0.04,Sechelt,British Columbia
02af2a79-c8f7-4353-9163-8755a007df08,2019-03-12T13:07:00.000-03:00,3,18046215,48,0.0625,Bridgewater,Nouvelle-?cosse
0b35e95b-f234-4bdd-b0b0-4048847dfe28,2019-03-12T13:13:00.000-03:00,1,18051203,58,0.0172,Bridgewater,Nova Scotia
b0d40d82-757c-46da-af44-e9306f2a3aea,2019-03-12T10:08:00.000-07:00,2,18046205,50,0.04,Sechelt,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-02-25T08:00:00.000-08:00,3,17072232,46,0.065217391,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-02-26T08:00:00.000-08:00,1,17072232,46,0.02173913,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-02-27T16:00:00.000-08:00,3,17072232,46,0.065217391,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-02-28T11:30:00.000-08:00,0,17072232,46,0,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-03-01T08:30:00.000-08:00,1,17072232,46,0.02173913,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-03-04T08:00:00.000-08:00,1,17072232,46,0.02173913,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-03-05T08:00:00.000-08:00,2,17072232,46,0.043478261,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-03-06T11:00:00.000-08:00,0,17072232,46,0,Port Hardy,British Columbia
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2019-03-07T08:00:00.000-08:00,0,17072232,46,0,Port Hardy,British Columbia
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-12T15:00:00.000-06:00,0,18129247,53,0,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-13T15:00:00.000-06:00,2,18129247,53,0.03773585,Calgary,Alberta
0b35e95b-f234-4bdd-b0b0-4048847dfe28,2019-03-15T13:34:00.000-03:00,3,18051203,58,0.051724,Bridgewater,Nova Scotia
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-15T15:00:00.000-06:00,0,18129247,53,0,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-14T15:00:00.000-06:00,0,18129247,53,0,Calgary,Alberta
7cda7462-6d8d-439c-b482-5bd6d768352a,2019-03-17T18:00:00.000-06:00,1,18129247,53,0.018867925,Calgary,Alberta
89d487a5-bd45-45b6-8118-13953c307150,2019-02-19T13:20:00.000-05:00,1,17170216,51,0.0196078,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-02-20T13:30:00.000-05:00,3,17170216,51,0.0588235,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-02-21T13:35:00.000-05:00,1,17170216,51,0.0196078,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-02-23T13:00:00.000-05:00,0,17170216,51,0,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-02-24T13:10:00.000-05:00,1,17170216,51,0.0196078,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-02-26T13:30:00.000-05:00,1,17170216,51,0.0196078,Belleville,Ontario
89d487a5-bd45-45b6-8118-13953c307150,2019-02-25T13:35:00.000-05:00,1,17170216,51,0.0196078,Belleville,Ontario
