Identifier,Collection Date,Number of bubbles,Bubble Detector ID,Sensitivity (b/mrem),Calculated Exposure (mrem),City,Province/Territory,,Calculated Exposure Day 7
5a5e5c22-4a36-476d-b442-6d750f831c76,4/3/2019,5,18051323,49,0.1,Kleinburg,Ontario,,
5a5e5c22-4a36-476d-b442-6d750f831c76,4/11/2019,7,18051323,49,0.14,Kleinburg,Ontario,,
5e6065eb-1c77-43d9-8a9b-330542ec6361,2/20/2019,7,18129260,54,0.12962963,Grand Falls-Windsor,Newfoundland and Labrador,,
5e6065eb-1c77-43d9-8a9b-330542ec6361,2/22/2019,5,18129260,54,0.092592593,Grand Falls-Windsor,Newfoundland and Labrador,,0.092592593
5e6065eb-1c77-43d9-8a9b-330542ec6361,2/23/2019,1,18129260,54,0.018518519,Grand Falls-Windsor,Newfoundland and Labrador,,
5e6065eb-1c77-43d9-8a9b-330542ec6361,2/24/2019,2,18129260,54,0.037037037,Grand Falls-Windsor,Newfoundland and Labrador,,
5f93d214-802f-415b-8551-862e28c19789,1/16/2019,1,18046220,53,0.018867925,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/18/2019,1,18046220,53,0.018867925,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/19/2019,2,18046220,53,0.037735849,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/20/2019,1,18046220,53,0.018867925,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/21/2019,2,18046220,53,0.037735849,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/22/2019,1,18046220,53,0.018867925,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/23/2019,1,18046220,53,0.018867925,Salmon Arm,British Columbia,,0.018867925
5f93d214-802f-415b-8551-862e28c19789,1/24/2019,1,18046220,53,0.018867925,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/25/2019,3,18046220,53,0.056603774,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/29/2019,2,18046220,53,0.037735849,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,1/31/2019,9,18046220,53,0.169811321,Salmon Arm,British Columbia,,0.169811321
5f93d214-802f-415b-8551-862e28c19789,2/1/2019,5,18046220,53,0.094339623,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,2/5/2019,3,18046220,53,0.056603774,Salmon Arm,British Columbia,,
5f93d214-802f-415b-8551-862e28c19789,2/7/2019,3,18046220,53,0.056603774,Salmon Arm,British Columbia,,0.056603774
627d6cf1-94ac-4e77-8b6f-7f7b752ab12f,4/1/2019,2,18046241,48,0.04166667,Ottawa,Ontario,,
627d6cf1-94ac-4e77-8b6f-7f7b752ab12f,4/8/2019,3,18046241,48,0.0625,Ottawa,Ontario,,0.0625
627d6cf1-94ac-4e77-8b6f-7f7b752ab12f,4/15/2019,4,18046241,48,0.083333,Ottawa,Ontario,,
62d94657-543d-4f1c-af6c-61baa49e9d24,3/19/2019,1,18051220,59,0.017,Newmarket,Ontario,,
62d94657-543d-4f1c-af6c-61baa49e9d24,3/20/2019,1,18051220,59,0.017,Newmarket,Ontario,,
62d94657-543d-4f1c-af6c-61baa49e9d24,3/21/2019,2,18051220,59,0.034,Newmarket,Ontario,,
62d94657-543d-4f1c-af6c-61baa49e9d24,3/22/2019,2,18051220,59,0.034,Newmarket,Ontario,,
62d94657-543d-4f1c-af6c-61baa49e9d24,3/25/2019,3,18051220,59,0.051,Newmarket,Ontario,,0.051
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2/20/2019,6,18051415,54,0.111111111,Channel-Port Aux Basques,Newfoundland and Labrador,,
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2/21/2019,2,18051415,54,0.037037037,Channel-Port Aux Basques,Newfoundland and Labrador,,
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2/23/2019,17,18051415,54,0.314815,Channel-Port Aux Basques,Newfoundland and Labrador,,
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2/24/2019,3,18051415,54,0.0555,Channel-Port Aux Basques,Newfoundland and Labrador,,
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2/26/2019,3,18051415,54,0.0556,Channel-Port Aux Basques,Newfoundland and Labrador,,
63579a04-e81b-4dfe-93e7-8d1ce3131de4,2/28/2019,3,18051415,54,0.0556,Channel-Port Aux Basques,Newfoundland and Labrador,,0.111111111
63b3d36f-e7fc-42d5-8218-824b28773191,2/23/2019,1,18130409,52,0.019231,Guelph,Ontario,,
63b3d36f-e7fc-42d5-8218-824b28773191,2/24/2019,1,18130409,52,0.019231,Guelph,Ontario,,0.019231
6648c712-0630-4539-af6d-f59cd463ae54,2/22/2019,1,18051554,47,0.021276596,Longueuil,Quebec,,
6648c712-0630-4539-af6d-f59cd463ae54,2/24/2019,1,18051554,47,0.021276596,Longueuil,Quebec,,0.021276596
67837e41-158f-4f50-b569-b342e84d1233,1/18/2019,2,18129240,55,0.036363636,Amqui,Quebec,,
67837e41-158f-4f50-b569-b342e84d1233,1/24/2019,3,18129240,55,0.054545,Amqui,Quebec,,0.054545
67837e41-158f-4f50-b569-b342e84d1233,1/26/2019,2,18129240,55,0.03636,Amqui,Quebec,,
67837e41-158f-4f50-b569-b342e84d1233,1/30/2019,1,18129240,55,0.01818,Amqui,Quebec,,
67837e41-158f-4f50-b569-b342e84d1233,4/6/2019,2,18129240,55,0.03636,Amqui,Quebec,,
67837e41-158f-4f50-b569-b342e84d1233,4/8/2019,1,18129240,55,0.01818,Amqui,Quebec,,
67837e41-158f-4f50-b569-b342e84d1233,4/10/2019,3,18129240,55,0.054545,Amqui,Quebec,,
67837e41-158f-4f50-b569-b342e84d1233,4/14/2019,2,18129240,55,0.03636,Amqui,Quebec,,0.03636
67837e41-158f-4f50-b569-b342e84d1233,4/17/2019,1,18129240,55,0.01818,Amqui,Quebec,,
68021439-904b-4d53-b98c-5b40687f5d00,2/13/2019,1,17072241,53,0.018867925,Innisfail,Alberta,,
68021439-904b-4d53-b98c-5b40687f5d00,2/14/2019,2,17072241,53,0.037735849,Innisfail,Alberta,,0.037735849
68021439-904b-4d53-b98c-5b40687f5d00,2/26/2019,1,17072241,53,0.018867925,Innisfail,Alberta,,
6b3c9938-f2bd-4319-bc2b-536731c81389,2/20/2019,1,18046238,52,0.019230769,St-Jean-sur-Richelieu,Quebec,,
6b3c9938-f2bd-4319-bc2b-536731c81389,2/22/2019,1,18046238,52,0.019230769,St-Jean-sur-Richelieu,Quebec,,
6b3c9938-f2bd-4319-bc2b-536731c81389,2/26/2019,10,18046238,52,0.192307692,St-Jean-sur-Richelieu,Quebec,,
6b3c9938-f2bd-4319-bc2b-536731c81389,3/1/2019,1,18046238,52,0.019230769,St-Jean-sur-Richelieu,Quebec,,
6b3c9938-f2bd-4319-bc2b-536731c81389,3/13/2019,2,18046238,52,0.038461539,St-Jean-sur-Richelieu,Quebec,,0.038461539
6c107aaf-de6a-404a-9864-a8a708a852e4,2/22/2019,2,18130424,52,0.038461538,Brampton,Ontario,,
6c107aaf-de6a-404a-9864-a8a708a852e4,2/22/2019,2,18130424,52,0.038461538,Brampton,Ontario,,
6c107aaf-de6a-404a-9864-a8a708a852e4,2/27/2019,3,18130424,52,0.057692308,Brampton,Ontario,,0.057692308
6c107aaf-de6a-404a-9864-a8a708a852e4,3/1/2019,2,18130424,52,0.03846,Brampton,Ontario,,
6c36af52-dc30-4adf-8210-d9d36caa017d,2/24/2019,2,18051445,43,0.046511628,Montreal,Quebec,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2/25/2019,3,17072232,46,0.065217391,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2/26/2019,1,17072232,46,0.02173913,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,2/27/2019,3,17072232,46,0.065217391,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,3/1/2019,1,17072232,46,0.02173913,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,3/4/2019,1,17072232,46,0.02173913,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,3/5/2019,2,17072232,46,0.043478261,Port Hardy,British Columbia,,0.043478261
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,5/13/2019,1,18051506,46,0.02173913,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,5/15/2019,3,18051506,46,0.065217391,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,5/16/2019,3,18051506,46,0.065217391,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,5/23/2019,1,18051506,46,0.02173913,Port Hardy,British Columbia,,
6c3c96f6-c3c2-45ab-8c63-ceb6855ed5b8,5/24/2019,3,18051506,46,0.065217391,Port Hardy,British Columbia,,0.065217391
6fc011b2-4310-4244-bd9a-c3e4aef54e64,2/19/2019,1,18130212,49,0.020408163,East Angus,Quebec,,
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2/23/2019,1,17170304,56,0.0178,Winnipeg,Manitoba,,
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2/24/2019,1,17170304,56,0.0178,Winnipeg,Manitoba,,
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2/25/2019,1,17170304,56,0.0178,Winnipeg,Manitoba,,
70aa09eb-f08d-4946-b502-3c623c9c6b2b,2/26/2019,2,17170304,56,0.0357,Winnipeg,Manitoba,,0.0714
715c3737-b434-4cf3-9da8-4b3f54ff054c,4/17/2019,1,18130124,53,0.018867925,Sainte-Catherine-de-la-Jacques-Cartier,Quebec,,
7740d6e5-3551-4384-a304-38dcc4033825,3/1/2019,1,17129123,46,0.021,Saint-Jerome,Quebec,,
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2/22/2019,1,18047235,42,0.02380952,Headingley,Manitoba,,
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2/25/2019,2,18047235,42,0.04761905,Headingley,Manitoba,,
77441e8f-6665-41b3-bcc5-15e6ee310d6b,2/26/2019,1,18047235,42,0.02380952,Headingley,Manitoba,,0.0952381
7cda7462-6d8d-439c-b482-5bd6d768352a,2/21/2019,2,18129247,53,0.037735849,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,2/22/2019,2,18129247,53,0.037735849,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,2/23/2019,5,18129247,53,0.094339623,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,2/24/2019,6,18129247,53,0.113207547,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,2/25/2019,1,18129247,53,0.018867925,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,2/26/2019,1,18129247,53,0.018867925,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,2/28/2019,2,18129247,53,0.03773585,Calgary,Alberta,,0.03773585
7cda7462-6d8d-439c-b482-5bd6d768352a,3/1/2019,2,18129247,53,0.03773585,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,3/13/2019,2,18129247,53,0.03773585,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,3/17/2019,1,18129247,53,0.018867925,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,3/18/2019,1,18129247,53,0.01886792,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,3/24/2019,6,18129247,53,0.11320755,Calgary,Alberta,,0.11320755
7cda7462-6d8d-439c-b482-5bd6d768352a,3/25/2019,3,18129247,53,0.05660377,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,3/26/2019,4,18129247,53,0.0754717,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,4/1/2019,1,18129247,53,0.018867924,Calgary,Alberta,,
7cda7462-6d8d-439c-b482-5bd6d768352a,4/15/2019,4,18129247,53,0.075471698,Calgary,Alberta,,0.075471698
807d5dcd-3485-4f3c-87e4-ae51dd391dd6,2/20/2019,3,18130311,52,0.057692308,Calgary,Alberta,,
8163f602-9db5-4c01-9045-d7d997315c82,12/18/2018,3,18051217,44,0.068,London,Ontario,,
8163f602-9db5-4c01-9045-d7d997315c82,1/17/2019,2,18129251,41,0.049,London,Ontario,,
8163f602-9db5-4c01-9045-d7d997315c82,1/18/2019,1,18129251,41,0.024,London,Ontario,,
8163f602-9db5-4c01-9045-d7d997315c82,1/19/2019,2,18129251,41,0.049,London,Ontario,,
8163f602-9db5-4c01-9045-d7d997315c82,1/20/2019,1,18129251,44,0.024,London,Ontario,,
8163f602-9db5-4c01-9045-d7d997315c82,1/21/2019,3,18129251,41,0.073,London,Ontario,,0.073
8163f602-9db5-4c01-9045-d7d997315c82,3/20/2019,2,18129251,41,0.049,London,Ontario,,
8163f602-9db5-4c01-9045-d7d997315c82,3/20/2019,2,18129251,41,0.049,London,Ontario,,
81cbc647-8732-4a8c-95d0-f536ac37c626,3/1/2019,1,17129123,46,0.021,Saint-Jerome,Quebec,,
849d5554-9ed3-40da-8365-83c8a0c93a0f,2/20/2019,1,18051442,61,0.016393443,Deep River,Ontario,,
849d5554-9ed3-40da-8365-83c8a0c93a0f,2/21/2019,1,18051442,61,0.0163934,Deep River,Ontario,,
849d5554-9ed3-40da-8365-83c8a0c93a0f,2/22/2019,2,18051442,61,0.0327868,Deep River,Ontario,,
849d5554-9ed3-40da-8365-83c8a0c93a0f,2/25/2019,5,18051442,61,0.0819672,Deep River,Ontario,,
849d5554-9ed3-40da-8365-83c8a0c93a0f,2/26/2019,7,18051442,61,0.114754,Deep River,Ontario,,0.114754
89d487a5-bd45-45b6-8118-13953c307150,2/19/2019,1,17170216,51,0.0196078,Belleville,Ontario,,
89d487a5-bd45-45b6-8118-13953c307150,2/20/2019,3,17170216,51,0.0588235,Belleville,Ontario,,
89d487a5-bd45-45b6-8118-13953c307150,2/21/2019,1,17170216,51,0.0196078,Belleville,Ontario,,
89d487a5-bd45-45b6-8118-13953c307150,2/24/2019,1,17170216,51,0.0196078,Belleville,Ontario,,
89d487a5-bd45-45b6-8118-13953c307150,2/25/2019,1,17170216,51,0.0196078,Belleville,Ontario,,
89d487a5-bd45-45b6-8118-13953c307150,2/26/2019,1,17170216,51,0.0196078,Belleville,Ontario,,
89d487a5-bd45-45b6-8118-13953c307150,2/27/2019,2,17170216,51,0.0392156,Belleville,Ontario,,0.0392156
89d487a5-bd45-45b6-8118-13953c307150,3/1/2019,1,17170216,51,0.0196078,Belleville,Ontario,,
92f09f90-a005-4db9-9e3d-5fa148ac56a5,2/28/2019,4,18051536,67,0.0597,Terrace Bay,Ontario,,
92f09f90-a005-4db9-9e3d-5fa148ac56a5,3/21/2019,2,18051536,67,0.0299,Terrace Bay,Ontario,,
92f09f90-a005-4db9-9e3d-5fa148ac56a5,3/22/2019,2,18051536,67,0.0299,Terrace Bay,Ontario,,
92f09f90-a005-4db9-9e3d-5fa148ac56a5,3/24/2019,1,18051536,67,0.0149,Terrace Bay,Ontario,,
92f09f90-a005-4db9-9e3d-5fa148ac56a5,3/28/2019,2,18051536,67,0.0299,Terrace Bay,Ontario,,
92f09f90-a005-4db9-9e3d-5fa148ac56a5,3/29/2019,3,18051536,67,0.0448,Terrace Bay,Ontario,,0.0448
9519ed75-8806-4bad-a906-40e6bfc93cc7,1/29/2019,6,18051502,54,0.111111111,Sainte-Marie,Quebec,,
959484ae-c895-403a-83df-59404e44b9f6,2/21/2019,1,17170336,56,0.01785714,Petawawa,Ontario,,
959484ae-c895-403a-83df-59404e44b9f6,2/22/2019,1,17170336,56,0.01785714,Petawawa,Ontario,,
959484ae-c895-403a-83df-59404e44b9f6,3/19/2019,1,17170336,56,0.01785714,Petawawa,Ontario,,
959484ae-c895-403a-83df-59404e44b9f6,3/20/2019,2,17170336,56,0.03571429,Petawawa,Ontario,,
959484ae-c895-403a-83df-59404e44b9f6,3/21/2019,2,17170336,56,0.03571429,Petawawa,Ontario,,
959484ae-c895-403a-83df-59404e44b9f6,3/22/2019,1,17170336,56,0.01786,Petawawa,Ontario,,0.07142858
96a7eb3b-bbb4-44f7-80ea-951ffc86b3ee,3/14/2019,14,18051528,48,0.291667,Lachine,Quebec,,
96a7eb3b-bbb4-44f7-80ea-951ffc86b3ee,3/20/2019,5,18051528,48,0.104167,Lachine,Quebec,,0.104167
96a7eb3b-bbb4-44f7-80ea-951ffc86b3ee,4/3/2019,4,18051528,52,0.076923077,Montreal,Quebec,,
98cd0b54-8529-4545-a732-795e531f2f1c,2/19/2019,3,18129347,54,0.05,Toronto,Ontario,,
993ac4ae-4c22-4a0c-9ef4-b9c6aee0be2d,2/21/2019,2,17170303,47,0.042553,Ottawa (Cumberland),Ontario,,
993ac4ae-4c22-4a0c-9ef4-b9c6aee0be2d,2/22/2019,3,17170303,47,0.06383,Ottawa (Cumberland),Ontario,,
993ac4ae-4c22-4a0c-9ef4-b9c6aee0be2d,2/23/2019,2,17170303,47,0.042553,Ottawa (Cumberland),Ontario,,
993ac4ae-4c22-4a0c-9ef4-b9c6aee0be2d,2/25/2019,2,17170303,47,0.042553,Ottawa (Cumberland),Ontario,,
993ac4ae-4c22-4a0c-9ef4-b9c6aee0be2d,2/26/2019,3,17170303,47,0.06383,Ottawa (Cumberland),Ontario,,0.085106667
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,3/6/2019,3,18129309,54,0.06,Grimsby,Ontario,,
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,3/7/2019,1,18129309,54,0.02,Grimsby,Ontario,,
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,3/9/2019,1,18129309,54,0.02,Grimsby,Ontario,,
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,3/10/2019,2,18129309,54,0.04,Richmond Hill,Ontario,,
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,3/26/2019,1,18129309,54,0.02,Grimsby,Ontario,,
99b2bc9a-81a8-40d1-af3c-2c7fd27dae2c,3/28/2019,3,18129309,54,0.06,Grimsby,Ontario,,0.06
9caaea99-7447-4fe6-9116-efa99147c123,2/13/2019,2,18130114,52,0.038461538,Innisfail,Alberta,,
9caaea99-7447-4fe6-9116-efa99147c123,2/15/2019,2,18130114,52,0.038461538,Innisfail,Alberta,,0.038461538
9dde2b0e-a95b-4421-9c49-bca65602dc63,2/21/2019,1,18130228,48,0.020833333,Tsawwassen,British Columbia,,
9fb3bbf0-a43a-40b0-9c90-b60fcd63ce51,2/20/2019,3,18051346,68,0.04,Gloucester,Ontario,,
a055e33c-887f-4e89-a506-ceeb79adfc53,12/18/2018,3,18130148,44,0.068,London,Ontario,,
a055e33c-887f-4e89-a506-ceeb79adfc53,1/19/2019,2,18130148,42,0.047619048,London,Ontario,,
a055e33c-887f-4e89-a506-ceeb79adfc53,1/20/2019,6,18130148,42,0.142857143,London,Ontario,,
a055e33c-887f-4e89-a506-ceeb79adfc53,1/23/2019,7,18130148,42,0.166666667,London,Ontario,,
a055e33c-887f-4e89-a506-ceeb79adfc53,1/26/2019,9,18130148,42,0.214285714,London,Ontario,,0.214285714
a055e33c-887f-4e89-a506-ceeb79adfc53,2/24/2019,28,18130148,42,0.666667,London,Ontario,,
a80a5290-4bab-4317-a175-4d0a017ac54c,3/5/2019,3,18130311,52,0.057692308,Calgary,Alberta,,
aa67859e-3213-438f-8623-77dca6789a1d,1/17/2019,2,18047333,48,0.041666667,LaSalle,Quebec,,
aa67859e-3213-438f-8623-77dca6789a1d,1/19/2019,1,18047333,48,0.020833333,LaSalle,Quebec,,
aa67859e-3213-438f-8623-77dca6789a1d,1/20/2019,1,18047333,48,0.020833333,LaSalle,Quebec,,0.083333334
add8d275-7362-47d2-8a9e-3d9f2d310bab,2/21/2019,3,18129245,55,0.0545,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,2/22/2019,2,18129245,55,0.0364,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,2/25/2019,1,18129245,55,0.0182,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,2/27/2019,2,18129245,55,0.0364,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,2/28/2019,2,18129245,55,0.0364,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,3/4/2019,1,18129245,55,0.0182,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,3/6/2019,3,18129245,55,0.0545,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,3/20/2019,1,18129245,55,0.01812,Whitchurch-Stouffville,Ontario,,
add8d275-7362-47d2-8a9e-3d9f2d310bab,3/22/2019,2,18129245,55,0.03634,Whitchurch-Stouffville,Ontario,,0.0545
af8ce2f7-8567-4534-bbf7-7b2892b535e0,2/22/2019,2,18130424,52,0.03846,Brampton,Ontario,,
af8ce2f7-8567-4534-bbf7-7b2892b535e0,2/27/2019,3,18130424,52,0.05769,Brampton,Ontario,,
af8ce2f7-8567-4534-bbf7-7b2892b535e0,3/1/2019,2,18130424,52,0.03846,Brampton,Ontario,,0.05769
b0d40d82-757c-46da-af44-e9306f2a3aea,2/5/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
b0d40d82-757c-46da-af44-e9306f2a3aea,2/14/2019,5,18046205,50,0.1,Sechelt,British Columbia,,
b0d40d82-757c-46da-af44-e9306f2a3aea,2/19/2019,3,18046205,50,0.06,Sechelt,British Columbia,,0.06
b0d40d82-757c-46da-af44-e9306f2a3aea,3/12/2019,2,18046205,50,0.04,Sechelt,British Columbia,,
b0d40d82-757c-46da-af44-e9306f2a3aea,4/9/2019,1,18046205,50,0.02,Sechelt,British Columbia,,
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,3/30/2019,2,18051453,43,0.046511628,East Angus,Quebec,,
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,4/1/2019,1,18051453,43,0.023255814,Sherbrooke,Quebec,,
ba7cbb6f-bc3d-43f6-bdff-de28e8c058c0,4/8/2019,1,18051453,43,0.023255814,Sherbrooke,Quebec,,0.023255814
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2/20/2019,6,18128312,52,0.1154,Dryden,Ontario,,
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2/21/2019,5,18128312,52,0.0962,Dryden,Ontario,,
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2/22/2019,7,18128312,52,0.1346,Dryden,Ontario,,
bab46cbd-34c0-4420-b1dc-5e6d035164d4,2/25/2019,7,18128312,52,0.1346,Dryden,Ontario,,0.1346
baf3b0d2-2854-435e-a691-f8ce6f8863e5,1/24/2019,2,18130340,44,0.045455,Kelowna,British Columbia,,
bca40704-6796-4e2a-a5a2-62493aad6374,2/20/2019,1,18130204,54,0.0185185,St. Albert,Alberta,,
bca40704-6796-4e2a-a5a2-62493aad6374,2/21/2019,1,18130204,54,0.0185185,St. Albert,Alberta,,
bca40704-6796-4e2a-a5a2-62493aad6374,2/22/2019,3,18130204,54,0.0555555,St. Albert,Alberta,,
bca40704-6796-4e2a-a5a2-62493aad6374,2/23/2019,1,18130204,54,0.0185185,St. Albert,Alberta,,
bca40704-6796-4e2a-a5a2-62493aad6374,2/24/2019,1,18130204,54,0.0185185,St. Albert,Alberta,,
bca40704-6796-4e2a-a5a2-62493aad6374,2/25/2019,1,18130204,54,0.0185185,St. Albert,Alberta,,
bca40704-6796-4e2a-a5a2-62493aad6374,2/26/2019,1,18130204,54,0.0185185,St. Albert,Alberta,,0.0185185
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,3/19/2019,3,18128319,58,0.05,Dartmouth,Nouvelle-?cosse,,
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,3/20/2019,1,18128319,58,0.017,Dartmouth N.-E.,Nouvelle-?cosse,,
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,3/21/2019,2,18128319,58,0.034,Dartmouth N.-E.,Nouvelle-?cosse,,
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,3/22/2019,1,18128319,58,0.017,Dartmouth N.-E.,Nouvelle-?cosse,,
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,3/23/2019,2,18128319,58,0.03,Dartmouth N.-E.,Nouvelle-?cosse,,
bf78c43c-bf1d-42e7-b53c-6253a80a34b3,3/24/2019,2,18128319,58,0.03,Dartmouth N.-E.,Nouvelle-?cosse,,0.03
c10907a9-2918-4e39-98d1-6d8dcee629c0,2/20/2019,1,18051513,53,0.0189,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,2/22/2019,1,18051513,53,0.0189,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,2/23/2019,4,18051513,53,0.07547,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,2/24/2019,3,18051513,53,0.0566,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,2/25/2019,2,18051513,53,0.0377,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,2/26/2019,1,18051513,53,0.0189,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,2/28/2019,1,18051513,53,0.0189,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,3/1/2019,1,18051513,53,0.0189,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,3/2/2019,3,18051513,53,0.0567,Vancouver,British Columbia,,0.0567
c10907a9-2918-4e39-98d1-6d8dcee629c0,3/3/2019,4,18051513,53,0.0756,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,3/4/2019,4,18051513,53,0.0755,Vancouver,British Columbia,,
c10907a9-2918-4e39-98d1-6d8dcee629c0,3/6/2019,2,18051513,53,0.0377,Vancouver,British Columbia,,
c417c203-b8dd-4183-aa6e-10967b8d6108,2/20/2019,1,18047348,45,0.02,Ottawa,Ontario,,
c417c203-b8dd-4183-aa6e-10967b8d6108,2/21/2019,1,18047348,45,0.02,Ottawa,Ontario,,
c417c203-b8dd-4183-aa6e-10967b8d6108,2/22/2019,2,18047348,45,0.04,Ottawa,Ontario,,
c417c203-b8dd-4183-aa6e-10967b8d6108,2/23/2019,2,18047348,45,0.04,Ottawa,Ontario,,
c417c203-b8dd-4183-aa6e-10967b8d6108,2/24/2019,1,18047348,45,0.02,Ottawa,Ontario,,
c417c203-b8dd-4183-aa6e-10967b8d6108,2/25/2019,1,18047348,45,0.02,Ottawa,Ontario,,
c417c203-b8dd-4183-aa6e-10967b8d6108,2/26/2019,2,18047348,45,0.04,Ottawa,Ontario,,0.04
c6d6037c-545f-4201-8eaa-5dd518480bd1,2/19/2019,1,18130212,49,0.020408163,East Angus,Quebec,,
c7ac3b2b-09d0-445f-809f-408a1c8456d4,3/21/2019,1,18051426,45,0.02,Eganville,Ontario,,
c7ac3b2b-09d0-445f-809f-408a1c8456d4,3/22/2019,1,18051426,45,0.02,Eganville,Ontario,,
c7ac3b2b-09d0-445f-809f-408a1c8456d4,3/23/2019,1,18051426,45,0.02,Eganville,Ontario,,0.02
